Neutral,Disgust,Angry,Background
25.3745457255233,58.787222908227,176.589891817521,NES
64.4613561549324,28.3087542670358,134.375604622723,DIS
11.7906313466151,12.8771827695516,134.475276457015,Split
11.5682995893826,13.2877042126867,134.8531784344,Stack
