Surprise,Disgust,Angry,Background
42.3942484014886,35.8947044860644,171.170869526864,SUS
70.2650576356317,27.5574974842777,138.118243917669,DIS
40.2883330491836,14.5205086394643,132.526265459224,Split
39.3826566950255,14.3547011392127,132.557937653308,Stack
