Surprise,Disgust,Angry,Background
31.6492364489379,25.8017831955009,168.302372711401,SUS
49.2146952494418,15.8494209329171,135.324270615247,DIS
27.968668561015,7.11268769608517,129.760091367351,Split
27.1138101307289,6.89529755898564,129.349510270766,Stack
