Surprise,Sad,Angry,Background
32.2835298747397,35.3932283745269,172.753654023093,SUS
50.9985006558157,38.3775040370244,146.397630565349,SAS
28.2234313716584,26.9250512044189,141.96002740718,Split
26.6859829621823,26.2001733609959,141.34159186416,Stack
