Surprise,Sad,Angry,Background
43.1334448920022,49.2465614157728,171.84162199725,SUS
66.8747200904459,51.841336524921,150.102693665013,SAS
39.4769074709271,36.2392448352192,143.260263747971,Split
37.6820729656278,35.6885083118795,142.362353229401,Stack
